iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,58089.6914732612,True,13845.935982055407,100.0,{}
3,38339.754225432574,True,8970.724217161534,100.0,{}
4,28688.55493066064,True,6697.91823062042,100.0,{}
5,22922.64685556297,True,5353.648737014916,100.0,{}
6,19086.578312915495,True,4458.065003907656,100.0,{}
7,16349.47524358394,True,3818.93014628293,100.0,{}
8,14298.368181607697,True,3339.932189049116,100.0,{}
9,12704.866368629142,True,2967.6048004068844,100.0,{}
10,11431.044668614935,True,2669.8953902673184,100.0,{}
11,10285.094108283307,True,2402.0733992381793,100.0,{}
12,9254.08152779811,True,2161.1359431336186,100.0,{}
13,8326.473467178203,True,1944.3820027343543,100.0,{}
14,7491.925948080252,True,1749.3821341527516,100.0,{}
15,6741.059201793149,True,1573.9511781104152,100.0,{}
16,6065.479230338915,True,1416.123690471629,100.0,{}
17,5457.640189220061,True,1274.1318337996745,100.0,{}
18,4910.737484594659,True,1146.385489627201,100.0,{}
19,4418.7315193310815,True,1031.4543716856294,100.0,{}
20,3976.1519679970506,True,928.0519404154832,100.0,{}
21,3577.9157832436285,True,835.0209380761929,100.0,{}
22,3219.569328877639,True,751.3203813995664,100.0,{}
23,2897.119803273674,True,676.0138648852798,100.0,{}
24,2606.9678413568604,True,608.2590425275332,100.0,{}
25,2345.8776112680785,True,547.2981690571272,100.0,{}
26,2110.9381946881767,True,492.44959377823295,100.0,{}
27,1899.5303653773499,True,443.10011088177623,100.0,{}
28,1709.2965672362652,True,398.6980798348004,100.0,{}
29,1538.1155510589656,True,358.7472381819055,100.0,{}
30,1384.078840329306,True,322.8011369465456,100.0,{}
31,1245.4693714126095,True,290.45813587603413,100.0,{}
32,1120.7417360588315,True,261.35690211447627,100.0,{}
33,1008.505605049427,True,235.17236158549045,100.0,{}
34,907.5098404528765,True,211.6120574869276,100.0,{}
35,816.6287557527472,True,190.4128749014801,100.0,{}
36,734.8493016017923,True,171.3380946631207,100.0,{}
37,661.259856849695,True,154.17474333688955,100.0,{}
38,595.0402305287311,True,138.73120951131324,100.0,{}
39,535.453619125961,True,124.8350996067564,100.0,{}
40,481.83794736149605,True,112.33130910357832,100.0,{}
41,433.5957335702812,True,101.08028752183573,100.0,{}
42,390.18394573848263,True,90.95647766705079,100.0,{}
43,351.11848990530007,True,81.84691161902622,100.0,{}
44,315.9642347118971,True,73.64994770520435,100.0,{}
45,284.32961012441376,True,66.27413428655314,100.0,{}
46,255.86240023787062,True,59.637187610474534,100.0,{}
47,230.24543357000903,True,53.66507226793379,100.0,{}
48,207.19323125513597,True,48.2911739453875,100.0,{}
49,186.44914627956888,True,43.45555519924986,100.0,{}
50,167.78197977624214,True,39.104285913287505,100.0,{}
51,150.98384270457564,True,35.188840938032385,100.0,{}
52,135.86756620368914,True,31.665558165530225,100.0,{}
53,122.26475191700186,True,28.495150971022543,100.0,{}
54,110.02390084748802,True,25.642269563142708,100.0,{}
55,99.00860737158878,True,23.075106332799784,100.0,{}
56,89.09627845485221,True,20.76504078431896,100.0,{}
57,80.17635763596702,True,18.68632007611122,100.0,{}
58,72.1494661180779,True,16.815771597275866,100.0,{}
59,64.92621046637788,True,15.132544365460445,100.0,{}
60,58.42612428037425,True,13.617876354191935,100.0,{}
61,52.57680185526927,True,12.254885148244972,100.0,{}
62,47.31309131193447,True,11.02837958684809,100.0,{}
63,42.57636338593417,True,9.92469028945883,100.0,{}
64,38.31386769711018,True,8.931517170152246,100.0,{}
65,34.47813465095958,True,8.037792236810033,100.0,{}
66,31.026522401931082,True,7.233556142251915,100.0,{}
67,27.92046974303715,True,6.509847108292862,100.0,{}
68,25.125371290096925,True,5.8586009820825335,100.0,{}
69,22.610101722402003,True,5.272561308554674,100.0,{}
70,20.346637055640254,True,4.745198414782426,100.0,{}
71,18.309769246812323,True,4.270636602791805,100.0,{}
72,16.47684311906139,True,3.843588637980291,100.0,{}
73,14.8274079636436,True,3.459296801830464,100.0,{}
74,13.34309441585599,True,3.1134798509498975,100.0,{}
75,12.00737257041601,True,2.8022852904412554,100.0,{}
76,10.805367414432972,True,2.522246428974603,100.0,{}
77,9.723691842850458,True,2.270243736344581,100.0,{}
78,8.750300297207723,True,2.0434700723372377,100.0,{}
79,7.874352211852226,True,1.8393993989437845,100.0,{}
80,7.086092607332276,True,1.6557586268848423,100.0,{}
81,6.376747568092129,True,1.4905022823646454,100.0,{}
82,5.738416303252893,True,1.3417897114808994,100.0,{}
83,5.163987952284104,True,1.2079645680181,100.0,{}
84,4.647065872992862,True,1.0875363558565072,100.0,{}
85,4.181889361208755,True,0.9791638201479941,100.0,{}
86,3.763279226902762,True,0.8816400020353395,100.0,{}
87,3.3865733401854174,True,0.7938787902637322,100.0,{}
88,3.0475768551337428,True,0.7149028197222698,100.0,{}
89,2.742515326641643,True,0.6438325819924121,100.0,{}
90,2.4679913251468646,True,0.5798766264870737,100.0,{}
91,2.220948124766406,True,0.5223227429414758,100.0,{}
92,1.9986351443308914,True,0.47053002695139856,100.0,{}
93,1.7985764303050928,True,0.42392174010803696,100.0,{}
94,1.6185436717627,True,0.3819788851506316,100.0,{}
95,1.4565322185203897,True,0.34423442450647773,100.0,{}
96,1.3107381463296877,True,0.31026807778781473,100.0,{}
97,1.1795380075079565,True,0.2797016402589748,100.0,{}
98,1.0614708771715273,True,0.252194770092434,100.0,{}
99,0.9552222690513177,True,0.22744119746846325,100.0,{}
