iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,9245.085189616779,False,Bound not satisfied,95.87301587301587,"{('4', '27'): np.float64(0.4711542538455449), ('5', '33'): np.float64(0.1884488586579498), ('6', '2'): np.float64(0.059913599399797235), ('7', '13'): np.float64(0.07253382464417468), ('7', '26'): np.float64(4.325405545282576), ('8', '24'): np.float64(2.5449890704567575), ('9', '16'): np.float64(2.752076631668084), ('9', '19'): np.float64(7.4510211319013555), ('10', '2'): np.float64(1.2475646474771878), ('10', '13'): np.float64(0.2584465830142668), ('11', '2'): np.float64(0.056107165747354304), ('11', '13'): np.float64(0.096986351222075), ('11', '19'): np.float64(0.06555560165004692), ('13', '2'): np.float64(0.0013148468982195265), ('13', '10'): np.float64(0.1967060952687314), ('13', '11'): np.float64(0.10759612728170787), ('14', '1'): np.float64(0.0016934012656259871), ('14', '2'): np.float64(0.0009635967820886422), ('14', '16'): np.float64(0.016029273976335245), ('14', '19'): np.float64(0.0007780653657496355), ('14', '21'): np.float64(0.0007453740957179471), ('14', '22'): np.float64(0.000363972367187011), ('14', '24'): np.float64(0.0645645258535712), ('15', '26'): np.float64(1.7412972230160566), ('16', '4'): np.float64(1.8102334487055973), ('16', '8'): np.float64(2.3610848854824305), ('16', '22'): np.float64(1.3088565932762508), ('16', '23'): np.float64(1.240906727918425), ('16', '29'): np.float64(1.614252597464171), ('16', '30'): np.float64(1.1807959871184859), ('17', '14'): np.float64(0.045958820841254244), ('20', '23'): np.float64(0.25318425504754705), ('21', '23'): np.float64(1.1066459065735286), ('22', '4'): np.float64(0.025063043341379432), ('22', '23'): np.float64(0.014441889929491358), ('23', '19'): np.float64(0.8144666681235075), ('23', '26'): np.float64(0.08654454786026156), ('23', '32'): np.float64(1.97789939551118), ('23', '36'): np.float64(0.8604494702461598), ('24', '22'): np.float64(0.42843866906269756), ('24', '29'): np.float64(0.42907290646419916), ('24', '30'): np.float64(0.36700276220509176), ('25', '13'): np.float64(0.21148424303590296), ('26', '13'): np.float64(0.30767507812655914), ('28', '13'): np.float64(0.1552627389897543), ('29', '26'): np.float64(2.039832166781492), ('30', '17'): np.float64(0.2643042123945176), ('30', '26'): np.float64(1.4742505826158965), ('31', '4'): np.float64(3.2543075351610007), ('31', '22'): np.float64(1.620954107588683), ('33', '4'): np.float64(1.5358862135594138), ('33', '22'): np.float64(0.7569946148816045)}"
3,6259.479133693835,False,Bound not satisfied,97.22222222222221,"{('1', '3'): np.float64(1.1274909098287553), ('5', '32'): np.float64(0.2528224304461022), ('5', '33'): np.float64(0.2526080226387122), ('5', '36'): np.float64(0.2459131981192661), ('6', '2'): np.float64(0.10124325987913296), ('8', '24'): np.float64(1.151830418619231), ('9', '16'): np.float64(2.0478560094810607), ('9', '19'): np.float64(0.14639974085603313), ('10', '2'): np.float64(0.01024222877909331), ('11', '2'): np.float64(0.0018634698291917218), ('11', '25'): np.float64(4.705622266977901), ('12', '13'): np.float64(2.1269804885033867), ('13', '2'): np.float64(0.001209006324356796), ('14', '1'): np.float64(0.0017109518258224638), ('14', '2'): np.float64(0.0007998149633372529), ('14', '19'): np.float64(0.0007861350069121903), ('14', '21'): np.float64(0.0007531048771701803), ('14', '22'): np.float64(0.0003677484835961267), ('15', '26'): np.float64(0.33714644704686325), ('17', '14'): np.float64(0.029411814207860043), ('20', '3'): np.float64(0.2837035732878386), ('20', '23'): np.float64(0.018416919319893754), ('21', '3'): np.float64(0.6251146952900526), ('21', '23'): np.float64(0.10354808526212866), ('22', '4'): np.float64(0.023405072879456812), ('22', '23'): np.float64(0.01662764380106807), ('23', '36'): np.float64(0.026538854063622885), ('29', '26'): np.float64(0.2996664482898517), ('30', '17'): np.float64(0.588047645332848), ('30', '18'): np.float64(0.4771019438453994), ('30', '26'): np.float64(0.4334941938652497), ('31', '4'): np.float64(0.2768739358543204), ('31', '22'): np.float64(0.2454262301050889), ('33', '4'): np.float64(0.2731235867872659), ('33', '22'): np.float64(0.1569554075400641)}"
4,4715.907155395651,False,Bound not satisfied,97.77777777777777,"{('1', '3'): np.float64(0.517108917985734), ('5', '32'): np.float64(1.6204503010679359), ('5', '33'): np.float64(0.22830092730375795), ('5', '36'): np.float64(0.37474181977443066), ('6', '2'): np.float64(0.10914766368805184), ('8', '24'): np.float64(0.5123013152404297), ('9', '16'): np.float64(1.3563746860333519), ('11', '25'): np.float64(0.8112156438636191), ('12', '5'): np.float64(0.0070640615456720734), ('12', '13'): np.float64(1.8409398447702063), ('12', '16'): np.float64(0.006772300801532127), ('12', '17'): np.float64(0.009216461495315076), ('12', '32'): np.float64(0.007249881411665715), ('12', '36'): np.float64(0.002965281602071268), ('13', '2'): np.float64(0.0010457053479507679), ('14', '1'): np.float64(0.001580626814086091), ('14', '2'): np.float64(0.0006544528979695108), ('14', '19'): np.float64(0.00072625826059546), ('14', '21'): np.float64(0.0006957440396715261), ('14', '22'): np.float64(0.000339739402689906), ('17', '14'): np.float64(0.018962741300775243), ('20', '3'): np.float64(0.13588512881811998), ('21', '3'): np.float64(0.32618300899524666), ('22', '4'): np.float64(0.00859572003377529), ('22', '23'): np.float64(0.009062276998471896), ('30', '17'): np.float64(0.39824877281035787), ('30', '18'): np.float64(0.5911284696484471), ('33', '22'): np.float64(0.01429335178029234)}"
5,3781.9616907705536,False,Bound not satisfied,97.77777777777777,"{('1', '3'): np.float64(0.27799348017782055), ('5', '32'): np.float64(2.0718157381845312), ('5', '33'): np.float64(0.193617105883245), ('5', '36'): np.float64(0.342915387105413), ('6', '2'): np.float64(0.10509604319369437), ('8', '24'): np.float64(0.24919882820733052), ('9', '16'): np.float64(0.8956403824599213), ('12', '5'): np.float64(0.05449489070277924), ('12', '13'): np.float64(0.6889634851150852), ('12', '16'): np.float64(0.04814578243281231), ('12', '17'): np.float64(0.043053189161050276), ('12', '24'): np.float64(0.16866457663469347), ('12', '32'): np.float64(0.06762295955704722), ('12', '36'): np.float64(0.016016100812846268), ('13', '2'): np.float64(0.0008965440401868198), ('14', '1'): np.float64(0.0014250786449289212), ('14', '2'): np.float64(0.000543106774927572), ('14', '19'): np.float64(0.0006547910508142049), ('14', '21'): np.float64(0.0006272796835257105), ('14', '22'): np.float64(0.00030630814649196334), ('17', '14'): np.float64(0.012924922632914615), ('20', '3'): np.float64(0.08090785933129063), ('21', '3'): np.float64(0.20172845899544267), ('22', '23'): np.float64(0.0028184204901078314), ('29', '3'): np.float64(0.01243836462784409), ('30', '17'): np.float64(0.24135460911595596), ('30', '18'): np.float64(0.47425875130861006), ('30', '22'): np.float64(0.05149740572013056)}"
6,3160.169290478915,False,Bound not satisfied,97.77777777777777,"{('1', '3'): np.float64(0.16177985580266796), ('5', '32'): np.float64(1.7566519730438301), ('5', '33'): np.float64(0.16345166998010874), ('5', '36'): np.float64(0.2912770805030213), ('6', '2'): np.float64(0.09729416766771404), ('8', '24'): np.float64(0.12461304447781885), ('9', '16'): np.float64(0.6028153097265845), ('12', '5'): np.float64(0.036870494001938536), ('12', '16'): np.float64(0.03270426887332312), ('12', '17'): np.float64(0.029377425385736178), ('12', '24'): np.float64(0.03268669093048793), ('12', '32'): np.float64(0.04536236660465942), ('12', '36'): np.float64(0.011066494228508), ('13', '2'): np.float64(0.0007738943723592183), ('14', '1'): np.float64(0.0012790702188868962), ('14', '2'): np.float64(0.0004588714878051977), ('14', '19'): np.float64(0.0005877062922963613), ('14', '21'): np.float64(0.000563013618978116), ('14', '22'): np.float64(0.0002749268019066922), ('17', '14'): np.float64(0.00918965681994427), ('20', '3'): np.float64(0.05393790940657883), ('21', '3'): np.float64(0.13786478741059183), ('25', '23'): np.float64(0.051421408202522056), ('29', '3'): np.float64(0.08308634284114058), ('30', '17'): np.float64(0.14696552119216322), ('30', '18'): np.float64(0.3484206273234731), ('30', '22'): np.float64(0.13218540624890535), ('34', '23'): np.float64(0.0295409493044676)}"
7,2718.358487478138,False,Bound not satisfied,97.85714285714285,"{('1', '3'): np.float64(0.09547593198926574), ('5', '32'): np.float64(1.49974438897614), ('5', '33'): np.float64(0.1392986306811801), ('5', '36'): np.float64(0.24690112654018753), ('6', '2'): np.float64(0.08882369907628956), ('8', '24'): np.float64(0.05847062826298233), ('9', '16'): np.float64(0.41293282896000294), ('12', '5'): np.float64(0.014957324655680004), ('12', '16'): np.float64(0.013524485235890782), ('12', '17'): np.float64(0.012948627869444174), ('12', '32'): np.float64(0.01764857886068516), ('12', '36'): np.float64(0.0049330763506946484), ('13', '2'): np.float64(0.0006751227673277948), ('14', '1'): np.float64(0.0011508471125277263), ('14', '2'): np.float64(0.00039419419687228), ('14', '19'): np.float64(0.000528792818666699), ('14', '21'): np.float64(0.0005065754960976727), ('14', '22'): np.float64(0.00024736780535913113), ('17', '14'): np.float64(0.00673920653254656), ('20', '3'): np.float64(0.03824535296405629), ('21', '3'): np.float64(0.09963742178893531), ('25', '23'): np.float64(0.07875634542408033), ('29', '3'): np.float64(0.12006970133948913), ('30', '17'): np.float64(0.08978627111977855), ('30', '18'): np.float64(0.2514117174360124), ('30', '22'): np.float64(0.13722505445908512), ('34', '23'): np.float64(0.04967791916944986)}"
8,2387.948268047857,False,Bound not satisfied,98.09523809523809,"{('1', '3'): np.float64(0.05379403099026048), ('5', '32'): np.float64(1.3013235219185963), ('5', '33'): np.float64(0.12018683652748552), ('5', '36'): np.float64(0.21172569466729313), ('6', '2'): np.float64(0.08079078243722088), ('8', '24'): np.float64(0.020436388711005504), ('9', '16'): np.float64(0.28576344248106156), ('12', '17'): np.float64(0.0013678111283546013), ('12', '36'): np.float64(0.0005706628308937978), ('13', '2'): np.float64(0.0005953130060184426), ('14', '1'): np.float64(0.0010405410098830279), ('14', '2'): np.float64(0.0003435251300829383), ('14', '19'): np.float64(0.0004781112919069652), ('14', '21'): np.float64(0.00045802343346679577), ('14', '22'): np.float64(0.00022365956728586083), ('17', '14'): np.float64(0.005054128412419923), ('20', '3'): np.float64(0.02814096845040248), ('21', '3'): np.float64(0.07451034205400298), ('25', '23'): np.float64(0.08789354192202503), ('29', '3'): np.float64(0.1382442464508078), ('30', '17'): np.float64(0.053694896618855736), ('30', '18'): np.float64(0.18091681854749875), ('30', '22'): np.float64(0.12027743527270507), ('34', '23'): np.float64(0.05891878000903483)}"
9,2128.960572813037,False,Bound not satisfied,98.33333333333333,"{('1', '3'): np.float64(0.02589200501849831), ('5', '32'): np.float64(1.144953545500676), ('5', '33'): np.float64(0.10495113714670645), ('5', '36'): np.float64(0.18399522463708579), ('6', '2'): np.float64(0.07353875282175859), ('9', '16'): np.float64(0.19788083948160784), ('13', '2'): np.float64(0.0005301339682889984), ('14', '1'): np.float64(0.0009460411567037788), ('14', '2'): np.float64(0.0003030404656044533), ('14', '19'): np.float64(0.0004346919913372023), ('14', '21'): np.float64(0.00041642845789139596), ('14', '22'): np.float64(0.0002033484829043554), ('17', '14'): np.float64(0.003850784035696303), ('20', '3'): np.float64(0.021190095687289467), ('21', '3'): np.float64(0.05694508437947898), ('25', '23'): np.float64(0.08835518820806079), ('29', '3'): np.float64(0.1457579678598705), ('30', '17'): np.float64(0.0299975961843304), ('30', '18'): np.float64(0.12985278728086702), ('30', '22'): np.float64(0.10015073990326023), ('34', '23'): np.float64(0.062423300537669535)}"
10,1920.5599161803566,False,Bound not satisfied,98.33333333333333,"{('1', '3'): np.float64(0.006387841002064576), ('5', '32'): np.float64(1.0191806143223712), ('5', '33'): np.float64(0.09264758820343344), ('5', '36'): np.float64(0.16188100920571358), ('6', '2'): np.float64(0.06711824958548757), ('9', '16'): np.float64(0.13545701378747), ('13', '2'): np.float64(0.00047623847870565316), ('14', '1'): np.float64(0.0008648810207292513), ('14', '2'): np.float64(0.0002701112654179855), ('14', '19'): np.float64(0.0003974016944234759), ('14', '21'): np.float64(0.00038070496290769124), ('14', '22'): np.float64(0.00018590445569424436), ('17', '14'): np.float64(0.0029647495879669694), ('20', '3'): np.float64(0.01618090757309576), ('21', '3'): np.float64(0.04411940273921244), ('25', '23'): np.float64(0.08491971266754089), ('29', '3'): np.float64(0.14718587162927788), ('30', '17'): np.float64(0.013922745228599043), ('30', '18'): np.float64(0.09243156215889825), ('30', '22'): np.float64(0.08204987664364488), ('34', '23'): np.float64(0.06286512197889593)}"
11,1732.1508524349645,False,Bound not satisfied,98.4126984126984,"{('5', '32'): np.float64(0.905796545911582), ('5', '33'): np.float64(0.0815642201236143), ('5', '36'): np.float64(0.14218753079264806), ('6', '2'): np.float64(0.06088689318637441), ('9', '16'): np.float64(0.08550949317580425), ('13', '2'): np.float64(0.00042651718129016936), ('14', '1'): np.float64(0.0007875877253806837), ('14', '2'): np.float64(0.0002401360566785398), ('14', '19'): np.float64(0.0003618879742016898), ('14', '21'): np.float64(0.00034668339580612266), ('14', '22'): np.float64(0.00016929147127934797), ('17', '14'): np.float64(0.0022285777988912125), ('20', '3'): np.float64(0.012067962552681166), ('21', '3'): np.float64(0.03346527708228786), ('25', '23'): np.float64(0.07934895454065158), ('29', '3'): np.float64(0.14484906767376382), ('30', '17'): np.float64(0.0016211234268196373), ('30', '18'): np.float64(0.06177241185221383), ('30', '22'): np.float64(0.06536472994412051), ('34', '23'): np.float64(0.06150121585190038)}"
