iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,86713.15703230618,False,Bound not satisfied,98.50640113798008,"{('3', '15'): np.float64(0.16284336668074673), ('6', '3'): np.float64(15.551045593982064), ('6', '15'): np.float64(7.3542889451129465), ('6', '16'): np.float64(0.48776117309840067), ('6', '24'): np.float64(0.9113551148807831), ('7', '11'): np.float64(0.05062565425914484), ('7', '29'): np.float64(0.10808725144401166), ('8', '14'): np.float64(0.04417847864189273), ('12', '2'): np.float64(0.8390023321565039), ('13', '2'): np.float64(0.06865141800265681), ('14', '2'): np.float64(0.6207606415357532), ('17', '2'): np.float64(1.745529090384153), ('22', '14'): np.float64(0.01209173264645097), ('22', '25'): np.float64(8.01550358636883), ('22', '28'): np.float64(0.013109705745629974), ('24', '23'): np.float64(0.03484319191704652), ('26', '2'): np.float64(8.04955651240293), ('28', '15'): np.float64(0.10872691308685845), ('28', '16'): np.float64(0.08576308458525217), ('31', '14'): np.float64(0.044783833688767316), ('32', '28'): np.float64(0.047565600156566745)}"
3,56269.999608077036,False,Bound not satisfied,99.00426742532005,"{('6', '3'): np.float64(5.853481048435466), ('6', '15'): np.float64(2.857116332194865), ('6', '16'): np.float64(0.19427892535470226), ('6', '24'): np.float64(0.39790316106772894), ('8', '6'): np.float64(0.045304457716018876), ('8', '14'): np.float64(0.02455562828773039), ('11', '12'): np.float64(0.007131873538095246), ('22', '14'): np.float64(0.0008057638494942121), ('22', '25'): np.float64(2.3706775741494823), ('22', '28'): np.float64(0.049807946946672566), ('24', '23'): np.float64(0.012181554331517686), ('28', '13'): np.float64(0.06477694382915633), ('29', '26'): np.float64(0.001665219856235245), ('31', '14'): np.float64(0.015116022392575812)}"
4,42105.707232796965,False,Bound not satisfied,99.07539118065434,"{('6', '3'): np.float64(3.2902827829717545), ('6', '15'): np.float64(1.649740979407401), ('6', '16'): np.float64(0.11445924892587833), ('6', '23'): np.float64(0.3498292150290032), ('6', '24'): np.float64(0.24474388426849714), ('8', '6'): np.float64(0.05016964066197871), ('8', '14'): np.float64(0.010079043157797396), ('11', '12'): np.float64(0.0031932695140649003), ('22', '25'): np.float64(1.5133850450493433), ('22', '28'): np.float64(0.027232802243373655), ('24', '23'): np.float64(0.005195071535262413), ('28', '13'): np.float64(0.019432176117928135), ('31', '14'): np.float64(0.00594176823836795)}"
5,33626.96242797315,False,Bound not satisfied,99.00426742532005,"{('6', '3'): np.float64(2.0494548312149448), ('6', '8'): np.float64(0.0023176445343276522), ('6', '15'): np.float64(1.058260220467977), ('6', '16'): np.float64(0.07497842516727743), ('6', '23'): np.float64(0.3670874662350846), ('6', '24'): np.float64(0.16606045737946518), ('8', '6'): np.float64(0.03686484177349403), ('8', '14'): np.float64(0.0036346556471843483), ('11', '12'): np.float64(0.0011874284627351184), ('22', '25'): np.float64(1.0154667494853058), ('22', '28'): np.float64(0.009195474295413675), ('24', '23'): np.float64(0.002254686912139342), ('28', '13'): np.float64(0.0004577081026837515), ('31', '14'): np.float64(0.0020199185632137906)}"
6,27984.03243601659,False,Bound not satisfied,99.28876244665719,"{('6', '3'): np.float64(1.3562464397395093), ('6', '8'): np.float64(0.0038882750822010134), ('6', '15'): np.float64(0.7240000472836421), ('6', '16'): np.float64(0.05246297217574414), ('6', '23'): np.float64(0.3089714669870879), ('6', '24'): np.float64(0.11995889074430366), ('8', '6'): np.float64(0.025294178277237567), ('8', '14'): np.float64(0.00044899724380048633), ('22', '25'): np.float64(0.7043223456438739), ('24', '23'): np.float64(0.0007894383348150957)}"
7,23959.772638213573,False,Bound not satisfied,99.43100995732574,"{('6', '3'): np.float64(0.9309785277113285), ('6', '8'): np.float64(0.004093602626864673), ('6', '15'): np.float64(0.5165934844082525), ('6', '16'): np.float64(0.03836851265015062), ('6', '23'): np.float64(0.2522863303011993), ('6', '24'): np.float64(0.0904725400403058), ('8', '6'): np.float64(0.01672868156716867), ('22', '25'): np.float64(0.4982222979357296)}"
8,20948.81534232713,False,Bound not satisfied,99.35988620199147,"{('6', '3'): np.float64(0.6524030896418349), ('6', '8'): np.float64(0.0038608294609323024), ('6', '15'): np.float64(0.3791636954483524), ('6', '16'): np.float64(0.028947665752467988), ('6', '23'): np.float64(0.20685307892257254), ('6', '24'): np.float64(0.07039918850125704), ('8', '6'): np.float64(0.010503675680571312), ('22', '25'): np.float64(0.3553209063764413), ('38', '28'): np.float64(0.0016347082102545762)}"
9,18609.97670630113,False,Bound not satisfied,99.35988620199147,"{('6', '3'): np.float64(0.46089140512329685), ('6', '8'): np.float64(0.0035042006722679764), ('6', '15'): np.float64(0.2835722211921583), ('6', '16'): np.float64(0.022337451476342196), ('6', '23'): np.float64(0.17154884261016368), ('6', '24'): np.float64(0.056082431960327694), ('8', '6'): np.float64(0.005941249103702417), ('22', '25'): np.float64(0.25261192502737373), ('38', '28'): np.float64(0.0075438873957041075)}"
10,16740.748555072994,False,Bound not satisfied,99.35988620199147,"{('6', '3'): np.float64(0.32428746449360624), ('6', '8'): np.float64(0.003134824757628444), ('6', '15'): np.float64(0.21455835051258543), ('6', '16'): np.float64(0.017522833052307896), ('6', '23'): np.float64(0.14401798735638105), ('6', '24'): np.float64(0.045496475486536014), ('8', '6'): np.float64(0.002550145927011971), ('22', '25'): np.float64(0.17664411138160396), ('38', '28'): np.float64(0.010041100036171535)}"
11,15060.817685245538,False,Bound not satisfied,99.43100995732574,"{('6', '3'): np.float64(0.21399081332696035), ('6', '8'): np.float64(0.0027544058626083542), ('6', '15'): np.float64(0.1581275780632332), ('6', '16'): np.float64(0.013550413057004274), ('6', '23'): np.float64(0.12008097761704006), ('6', '24'): np.float64(0.03663575338577274), ('22', '25'): np.float64(0.11334566314879702), ('38', '28'): np.float64(0.010802595423528683)}"
