iteration,gap,bound satisfied?,bound gap,percentage OD satisfying bound,values of OD not satisfying bound
2,58089.6914732612,True,279034.18165255076,100.0,{}
3,38339.754225432574,True,183777.99715494143,100.0,{}
4,28688.55493066064,True,137532.06691451676,100.0,{}
5,22922.64685556297,True,109948.71845620434,100.0,{}
6,19086.578312915495,True,91572.5956628549,100.0,{}
7,16349.47524358394,True,78455.69469366569,100.0,{}
8,14298.368181607697,True,68623.42390452052,100.0,{}
9,12704.866368629142,True,60979.56203922577,100.0,{}
10,11431.044668614935,True,54866.80548222791,100.0,{}
11,10285.094108283307,True,49367.12641772247,100.0,{}
12,9254.08152779811,True,44418.9950623934,100.0,{}
13,8326.473467178203,True,39967.06148371121,100.0,{}
14,7491.925948080252,True,35961.534809540404,100.0,{}
15,6741.059201793149,True,32357.62457374341,100.0,{}
16,6065.479230338915,True,29115.038112661885,100.0,{}
17,5457.640189220061,True,26197.528462294944,100.0,{}
18,4910.737484594659,True,23572.487719546927,100.0,{}
19,4418.7315193310815,True,21210.581312606773,100.0,{}
20,3976.1519679970506,True,19085.41907050544,100.0,{}
21,3577.9157832436285,True,17173.25938887014,100.0,{}
22,3219.569328877639,True,15452.743158702326,100.0,{}
23,2897.119803273674,True,13904.654459584344,100.0,{}
24,2606.9678413568604,True,12511.705320627647,100.0,{}
25,2345.8776112680785,True,11258.342124421024,100.0,{}
26,2110.9381946881767,True,10130.571473943713,100.0,{}
27,1899.5303653773499,True,9115.803562470479,100.0,{}
28,1709.2965672362652,True,8202.711284328323,100.0,{}
29,1538.1155510589656,True,7381.103502182645,100.0,{}
30,1384.078840329306,True,6641.811046353978,100.0,{}
31,1245.4693714126095,True,5976.584165313796,100.0,{}
32,1120.7417360588315,True,5378.000275621602,100.0,{}
33,1008.505605049427,True,4839.380975624791,100.0,{}
34,907.5098404528765,True,4354.717391570388,100.0,{}
35,816.6287557527472,True,3918.6030185694735,100.0,{}
36,734.8493016017923,True,3526.1733031746203,100.0,{}
37,661.259856849695,True,3173.0512901446673,100.0,{}
38,595.0402305287311,True,2855.2987241356172,100.0,{}
39,535.453619125961,True,2569.3720583496497,100.0,{}
40,481.83794736149605,True,2312.0828772887558,100.0,{}
41,433.5957335702812,True,2080.562290321366,100.0,{}
42,390.18394573848263,True,1872.228897339834,100.0,{}
43,351.11848990530007,True,1684.7599678678075,100.0,{}
44,315.9642347118971,True,1516.06551102275,100.0,{}
45,284.32961012441376,True,1364.2649461568758,100.0,{}
46,255.86240023787062,True,1227.6661131556582,100.0,{}
47,230.24543357000903,True,1104.7463875953965,100.0,{}
48,207.19323125513597,True,994.1356895465591,100.0,{}
49,186.44914627956888,True,894.6011960221081,100.0,{}
50,167.78197977624214,True,805.0335861502751,100.0,{}
51,150.98384270457564,True,724.4346653128862,100.0,{}
52,135.86756620368914,True,651.9062299270505,100.0,{}
53,122.26475191700186,True,586.6400484334202,100.0,{}
54,110.02390084748802,True,527.9088465441785,100.0,{}
55,99.00860737158878,True,475.05819603903393,100.0,{}
56,89.09627845485221,True,427.4992165042918,100.0,{}
57,80.17635763596702,True,384.7020085010994,100.0,{}
58,72.1494661180779,True,346.1897448277057,100.0,{}
59,64.92621046637788,True,311.5333538973913,100.0,{}
60,58.42612428037425,True,280.346735872573,100.0,{}
61,52.57680185526927,True,252.28245814920928,100.0,{}
62,47.31309131193447,True,227.02788214236767,100.0,{}
63,42.57636338593417,True,204.3016781424558,100.0,{}
64,38.31386769711018,True,183.8506893466592,100.0,{}
65,34.47813465095958,True,165.44711007062622,100.0,{}
66,31.026522401931082,True,148.88594665395857,100.0,{}
67,27.92046974303715,True,133.9827327300204,100.0,{}
68,25.125371290096925,True,120.57147337070403,100.0,{}
69,22.610101722402003,True,108.5027951720157,100.0,{}
70,20.346637055640254,True,97.64228164520975,100.0,{}
71,18.309769246812323,True,87.86897534676416,100.0,{}
72,16.47684311906139,True,79.0740300412244,100.0,{}
73,14.8274079636436,True,71.15949786543752,100.0,{}
74,13.34309441585599,True,64.03723796914001,100.0,{}
75,12.00737257041601,True,57.62793446220027,100.0,{}
76,10.805367414432972,True,51.86021271840393,100.0,{}
77,9.723691842850458,True,46.66984418296952,100.0,{}
78,8.750300297207723,True,41.999030818222096,100.0,{}
79,7.874352211852226,True,37.79576121005858,100.0,{}
80,7.086092607332276,True,34.013231157355875,100.0,{}
81,6.376747568092129,True,30.609322285407973,100.0,{}
82,5.738416303252893,True,27.54613287171607,100.0,{}
83,5.163987952284104,True,24.789555654564296,100.0,{}
84,4.647065872992862,True,22.308897918838092,100.0,{}
85,4.181889361208755,True,20.076539624862633,100.0,{}
86,3.763279226902762,True,18.06762577018009,100.0,{}
87,3.3865733401854174,True,16.259789555898916,100.0,{}
88,3.0475768551337428,True,14.632903272595241,100.0,{}
89,2.742515326641643,True,13.168854129839495,100.0,{}
90,2.4679913251468646,True,11.851342531381102,100.0,{}
91,2.220948124766406,True,10.665700548291614,100.0,{}
92,1.9986351443308914,True,9.598728567430337,100.0,{}
93,1.7985764303050928,True,8.638548295201314,100.0,{}
94,1.6185436717627,True,7.7744704789170225,100.0,{}
95,1.4565322185203897,True,6.996875871941677,100.0,{}
96,1.3107381463296877,True,6.297108116547101,100.0,{}
97,1.1795380075079565,True,5.667377351150966,100.0,{}
98,1.0614708771715273,True,5.100673468076481,100.0,{}
99,0.9552222690513177,True,4.5906880555814515,100.0,{}
