iteration,gap,bound_satisfied,percentage OD satisfying bound,values of OD not satisfying bound
12,51202.72772309998,False,93.92361111111111,"{('1', '12'): np.float64(0.0004318790008433749), ('1', '13'): np.float64(0.001079663905203477), ('3', '4'): np.float64(0.0003829055835785815), ('3', '12'): np.float64(0.0005604498276158667), ('3', '13'): np.float64(0.0002802274192497333), ('4', '3'): np.float64(0.0003729167895181666), ('4', '12'): np.float64(0.0958257951109116), ('4', '13'): np.float64(0.09591111593347823), ('5', '12'): np.float64(0.029870135493694355), ('5', '13'): np.float64(0.02987421179481345), ('5', '21'): np.float64(1.7380250975310432), ('7', '18'): np.float64(0.008106016901030424), ('9', '5'): np.float64(0.00016214685710499305), ('11', '9'): np.float64(11.403098355854006), ('12', '1'): np.float64(0.0005289825091519176), ('12', '3'): np.float64(0.000599286206749281), ('12', '4'): np.float64(0.10470024887028095), ('12', '5'): np.float64(0.03271079294687662), ('13', '1'): np.float64(0.0013224203984422154), ('13', '3'): np.float64(0.0002996456195244613), ('13', '4'): np.float64(0.10478062417802736), ('13', '5'): np.float64(0.032714444462351444), ('14', '13'): np.float64(1.1509272778052875), ('16', '18'): np.float64(0.046666895140265674), ('18', '7'): np.float64(0.008755388831355751), ('18', '16'): np.float64(0.045694269712068414), ('19', '21'): np.float64(13.758889205517526), ('20', '7'): np.float64(0.01485670042831004), ('21', '1'): np.float64(0.053840614848242596), ('21', '5'): np.float64(10.140239173819541), ('21', '19'): np.float64(25.644586716982023), ('22', '13'): np.float64(6.249066116562043), ('22', '24'): np.float64(5.7702049432244085), ('23', '4'): np.float64(6.343385226228582), ('23', '5'): np.float64(1.5539812697440498)}"
13,45697.66140219591,False,94.27083333333334,"{('1', '12'): np.float64(0.0001486279103181773), ('1', '13'): np.float64(0.00037153073482172356), ('3', '12'): np.float64(0.0002909481112808336), ('3', '13'): np.float64(0.00014547694990220492), ('4', '12'): np.float64(0.0338374352278471), ('4', '13'): np.float64(0.03393909185068633), ('5', '12'): np.float64(0.009091748523728155), ('5', '13'): np.float64(0.009096497387149516), ('5', '21'): np.float64(0.555484918868828), ('7', '18'): np.float64(0.004698479246866137), ('11', '9'): np.float64(39.05953609395976), ('12', '1'): np.float64(0.00022258997417659056), ('12', '3'): np.float64(0.00031722988460284197), ('12', '4'): np.float64(0.039741478094361016), ('12', '5'): np.float64(0.010998630129702702), ('13', '1'): np.float64(0.0005564330232603098), ('13', '3'): np.float64(0.00015861784948174797), ('13', '4'): np.float64(0.03983777313527559), ('13', '5'): np.float64(0.01100294738911492), ('16', '18'): np.float64(0.012743358531354998), ('18', '7'): np.float64(0.004678084810205693), ('18', '16'): np.float64(0.01705024060246596), ('19', '21'): np.float64(1.520176559756905), ('20', '7'): np.float64(0.010933124939651567), ('21', '1'): np.float64(0.18437637561175527), ('21', '5'): np.float64(5.308698417826349), ('21', '19'): np.float64(14.706158253119625), ('22', '13'): np.float64(15.981855116268875), ('22', '24'): np.float64(13.538332449576242), ('23', '4'): np.float64(8.24936497112235), ('23', '5'): np.float64(1.8253241657898558), ('24', '12'): np.float64(0.003700643099272558), ('24', '13'): np.float64(0.00034175265333009555)}"
14,40849.38682320519,False,97.04861111111111,"{('7', '18'): np.float64(0.0016078172898120746), ('11', '9'): np.float64(31.488722639350982), ('18', '7'): np.float64(0.0009663958233959713), ('20', '7'): np.float64(0.00575416617908682), ('21', '1'): np.float64(0.2578490090136413), ('21', '5'): np.float64(1.1936440748358699), ('21', '7'): np.float64(1.697411816767602), ('21', '16'): np.float64(5.592916163916469), ('21', '18'): np.float64(0.829734784534098), ('21', '19'): np.float64(3.269574186653557), ('21', '20'): np.float64(9.602887905461461), ('22', '13'): np.float64(11.961979776807757), ('22', '24'): np.float64(10.458028492544617), ('23', '4'): np.float64(0.0011132582285924286), ('23', '5'): np.float64(0.3923513688878102), ('24', '12'): np.float64(0.007214641780298926), ('24', '13'): np.float64(0.0005570427730211679)}"
15,36531.631195524446,False,98.09027777777779,"{('9', '11'): np.float64(6.0878844512741885), ('11', '9'): np.float64(15.902270049590637), ('21', '1'): np.float64(0.22086373437767132), ('21', '7'): np.float64(3.037882145710027), ('21', '16'): np.float64(9.202092519042347), ('21', '18'): np.float64(1.502640206333631), ('21', '20'): np.float64(17.985543716804187), ('22', '13'): np.float64(6.60038339738084), ('22', '24'): np.float64(6.2066187888137385), ('24', '12'): np.float64(0.008291903886215186), ('24', '13'): np.float64(0.0005580382762916228)}"
16,32703.519063033527,False,98.09027777777779,"{('9', '11'): np.float64(20.728616607479765), ('11', '9'): np.float64(3.9969936860079542), ('21', '1'): np.float64(0.15148336720073083), ('21', '7'): np.float64(1.9715143397496662), ('21', '16'): np.float64(5.703354772977738), ('21', '18'): np.float64(0.9897280172074222), ('21', '20'): np.float64(11.530493923824567), ('22', '13'): np.float64(2.4765035397525867), ('22', '24'): np.float64(2.9252585109843796), ('24', '12'): np.float64(0.006490720842237445), ('24', '13'): np.float64(0.0004188295263303406)}"
17,29295.311260006896,False,98.4375,"{('9', '11'): np.float64(18.17452522085916), ('21', '1'): np.float64(0.08704792695371275), ('21', '7'): np.float64(0.9322671490254737), ('21', '16'): np.float64(2.5265764013417744), ('21', '18'): np.float64(0.47550361041220546), ('21', '20'): np.float64(5.117116016768291), ('22', '24'): np.float64(0.14829137905716827), ('24', '12'): np.float64(0.0044938462090402765), ('24', '13'): np.float64(0.00028364064703457635)}"
18,26260.101956794075,False,98.61111111111111,"{('9', '11'): np.float64(9.74905806656768), ('21', '1'): np.float64(0.03192422855264593), ('21', '7'): np.float64(0.11633975550952824), ('21', '16'): np.float64(0.042625053739945074), ('21', '18'): np.float64(0.07096284590653568), ('21', '20'): np.float64(0.08374568961995266), ('24', '12'): np.float64(0.0027176705820249466), ('24', '13'): np.float64(0.0001650809563662146)}"
19,23544.407898782854,False,99.47916666666666,"{('9', '11'): np.float64(3.1562688336079354), ('15', '19'): np.float64(0.00035100528742542975), ('24', '12'): np.float64(0.0012113085747977627)}"
20,21116.101563322092,False,99.65277777777779,"{('15', '19'): np.float64(0.0010133188486366202), ('22', '19'): np.float64(3.360028760676497)}"
21,18946.29394571953,False,99.13194444444444,"{('15', '19'): np.float64(0.0011900364803565816), ('22', '7'): np.float64(0.6214357114064795), ('22', '18'): np.float64(0.3206064361325953), ('22', '19'): np.float64(4.668778512099204), ('22', '20'): np.float64(2.3944294247389664)}"
22,17005.853305888268,False,99.13194444444444,"{('15', '19'): np.float64(0.0008677483510590902), ('22', '7'): np.float64(0.9183867571758269), ('22', '18'): np.float64(0.5278118106548524), ('22', '19'): np.float64(3.055047617017749), ('22', '20'): np.float64(3.988736283193182)}"
23,15272.574551352345,False,99.13194444444444,"{('15', '19'): np.float64(0.000531563852418593), ('22', '7'): np.float64(0.5987368141526299), ('22', '18'): np.float64(0.3643487726211079), ('22', '19'): np.float64(1.182802427573983), ('22', '20'): np.float64(2.567185144364805)}"
24,13722.14834325536,False,99.30555555555556,"{('15', '19'): np.float64(0.00024770461891517287), ('22', '7'): np.float64(0.08717115100948503), ('22', '18'): np.float64(0.07480493500834551), ('22', '20'): np.float64(0.15668429821118757)}"
25,12330.703032928044,True,100.0,{}
26,11080.272470163987,False,99.82638888888889,"{('10', '14'): np.float64(1.174301667015278)}"
27,9958.73929745462,False,99.65277777777779,"{('10', '14'): np.float64(1.0288401093892672), ('19', '22'): np.float64(0.030267911581102425)}"
28,8953.419888905859,False,99.65277777777779,"{('10', '14'): np.float64(0.32002737046765484), ('19', '22'): np.float64(0.28977906372967466)}"
29,8050.47601141685,False,99.82638888888889,"{('19', '22'): np.float64(0.10464490805577809)}"
30,7239.318228010797,False,99.82638888888889,"{('23', '21'): np.float64(0.3745709767575246)}"
31,6510.29122029723,False,99.82638888888889,"{('23', '21'): np.float64(0.446719909202283)}"
32,5854.508146984448,False,99.47916666666666,"{('13', '21'): np.float64(0.018560805466241337), ('23', '21'): np.float64(0.20602481667229572), ('24', '21'): np.float64(0.01717560312938894)}"
33,5264.840482500048,False,99.30555555555556,"{('12', '21'): np.float64(0.003446805437615278), ('13', '21'): np.float64(0.05846980509254783), ('23', '21'): np.float64(0.02020200832040364), ('24', '21'): np.float64(0.05036540113364314)}"
34,4736.030182179611,False,99.47916666666666,"{('12', '21'): np.float64(0.013021212831792715), ('13', '21'): np.float64(0.05336452367657278), ('24', '21'): np.float64(0.04411401295047798)}"
35,4260.493353449754,False,99.47916666666666,"{('12', '21'): np.float64(0.01240549281468463), ('13', '21'): np.float64(0.03046773780778994), ('24', '21'): np.float64(0.024985823487610408)}"
36,3833.1204241498413,False,98.95833333333334,"{('12', '21'): np.float64(0.007009994308778696), ('13', '21'): np.float64(0.01222583721783816), ('21', '12'): np.float64(0.007441098791333586), ('21', '13'): np.float64(0.003283258852604748), ('21', '24'): np.float64(0.0022668397806271945), ('24', '21'): np.float64(0.009831430068983099)}"
37,3449.1324345622465,False,99.30555555555556,"{('12', '21'): np.float64(0.001194690669216826), ('21', '12'): np.float64(0.014616780508407357), ('21', '13'): np.float64(0.02406447633488907), ('21', '24'): np.float64(0.019602771339492557)}"
38,3103.8835655280777,False,99.47916666666666,"{('21', '12'): np.float64(0.011465803129432971), ('21', '13'): np.float64(0.028475637620415398), ('21', '24'): np.float64(0.023752359876835067)}"
39,2793.4682096126307,False,99.47916666666666,"{('21', '12'): np.float64(0.006289515272020691), ('21', '13'): np.float64(0.01719335861606288), ('21', '24'): np.float64(0.01442856443431464)}"
40,2514.0460362992008,False,99.47916666666666,"{('21', '12'): np.float64(0.0019517706566875362), ('21', '13'): np.float64(0.007899377411844464), ('21', '24'): np.float64(0.006687328372034968)}"
41,2262.505521873115,False,99.65277777777779,"{('21', '13'): np.float64(0.0006262586416715191), ('21', '24'): np.float64(0.0006228738181686157)}"
42,2036.0604949922333,True,100.0,{}
43,1832.4783298234242,True,100.0,{}
44,1649.3878366870103,True,100.0,{}
45,1484.5901414689067,True,100.0,{}
46,1336.3268879588725,True,100.0,{}
47,1202.9048909756718,True,100.0,{}
48,1082.8988211853582,True,100.0,{}
49,974.8305800075394,True,100.0,{}
50,877.5074093727919,True,100.0,{}
51,789.8927641301676,True,100.0,{}
52,711.1130209520758,True,100.0,{}
53,640.2655068930518,True,100.0,{}
54,576.4696422950801,True,100.0,{}
55,519.0174816876258,True,100.0,{}
56,467.2706627700552,True,100.0,{}
57,420.68560668253934,True,100.0,{}
58,378.7347397974141,True,100.0,{}
59,340.960113475294,True,100.0,{}
60,306.95101843115253,True,100.0,{}
61,276.331138529053,True,100.0,{}
62,248.7597099441866,True,100.0,{}
63,223.9338873900319,True,100.0,{}
64,201.57958377546476,False,99.30555555555556,"{('18', '6'): np.float64(0.0011404960118066017), ('18', '8'): np.float64(0.0027305496088167068), ('20', '6'): np.float64(0.003433738502776084), ('20', '8'): np.float64(0.007262421184690428)}"
65,181.45211081241922,False,99.30555555555556,"{('18', '6'): np.float64(0.00243429532267317), ('18', '8'): np.float64(0.006775756153277027), ('20', '6'): np.float64(0.0073513747936255775), ('20', '8'): np.float64(0.020044882241236014)}"
66,163.33804045852023,False,99.30555555555556,"{('18', '6'): np.float64(0.00277064504824471), ('18', '8'): np.float64(0.008700208728188224), ('20', '6'): np.float64(0.008290229687972266), ('20', '8'): np.float64(0.025921822164586914)}"
67,147.0424890383301,False,99.30555555555556,"{('18', '6'): np.float64(0.001994142261539425), ('18', '8'): np.float64(0.0062040606315466994), ('20', '6'): np.float64(0.0059246041295511484), ('20', '8'): np.float64(0.01801560358777668)}"
68,132.37129664852114,False,99.30555555555556,"{('18', '6'): np.float64(0.001321593041320594), ('18', '8'): np.float64(0.004127306043417687), ('20', '6'): np.float64(0.003886379579784942), ('20', '8'): np.float64(0.011449480684025154)}"
69,119.16372248807657,False,99.30555555555556,"{('18', '6'): np.float64(0.000762814065105576), ('18', '8'): np.float64(0.002409957783158629), ('20', '6'): np.float64(0.0021949937340236198), ('20', '8'): np.float64(0.00603684796782758)}"
70,107.27208193047869,False,99.30555555555556,"{('18', '6'): np.float64(0.0003034551594575255), ('18', '8'): np.float64(0.0009999337814525309), ('20', '6'): np.float64(0.0008059810995077743), ('20', '8'): np.float64(0.0016097928248296374)}"
71,96.56641131893919,True,100.0,{}
72,86.92875443149516,True,100.0,{}
73,78.25213709866401,False,99.13194444444444,"{('6', '18'): np.float64(0.0001337018283545558), ('6', '20'): np.float64(0.00032081477609439274), ('8', '18'): np.float64(0.0002487008306288033), ('8', '20'): np.float64(0.00042112303177535733), ('23', '6'): np.float64(0.002823770234578363)}"
74,70.44077589327411,False,98.95833333333334,"{('2', '20'): np.float64(0.0004659158484098063), ('6', '18'): np.float64(0.0006324099242407093), ('6', '20'): np.float64(0.001845154605523234), ('8', '18'): np.float64(0.0017760935977614203), ('8', '20'): np.float64(0.005197612070385877), ('23', '6'): np.float64(0.004774548773513996)}"
75,63.409741014799444,False,98.95833333333334,"{('2', '20'): np.float64(0.0007825726316145387), ('6', '18'): np.float64(0.0010162766877330979), ('6', '20'): np.float64(0.0030160311951514104), ('8', '18'): np.float64(0.0029832832301679144), ('8', '20'): np.float64(0.008971381628073205), ('23', '6'): np.float64(0.004579874903179933)}"
76,57.085703067499665,False,98.95833333333334,"{('2', '20'): np.float64(0.000726282036076621), ('6', '18'): np.float64(0.0007585407685176591), ('6', '20'): np.float64(0.0022696598725949688), ('8', '18'): np.float64(0.002304399730523007), ('8', '20'): np.float64(0.006780970497368699), ('23', '6'): np.float64(0.003309096847839028)}"
77,51.39256185101001,False,98.95833333333334,"{('2', '20'): np.float64(0.0005110902449543869), ('6', '18'): np.float64(0.0005057567608767874), ('6', '20'): np.float64(0.0014976997760690728), ('8', '18'): np.float64(0.0015315788200780916), ('8', '20'): np.float64(0.004360396533411303), ('23', '6'): np.float64(0.0021430210409717444)}"
78,46.26746585902934,False,98.95833333333334,"{('2', '20'): np.float64(0.00031045386515668634), ('6', '18'): np.float64(0.0002959745645024956), ('6', '20'): np.float64(0.000857272711595134), ('8', '18'): np.float64(0.0008910363117366968), ('8', '20'): np.float64(0.0023589014251025314), ('23', '6'): np.float64(0.0011521079504946278)}"
79,41.652640875531254,False,98.95833333333334,"{('2', '20'): np.float64(0.00014019172170209176), ('6', '18'): np.float64(0.00012316603403989316), ('6', '20'): np.float64(0.00033018957008490793), ('8', '18'): np.float64(0.00036370340692712475), ('8', '20'): np.float64(0.0007159467325047082), ('23', '6'): np.float64(0.000325652032935924)}"
80,37.49741731581286,True,100.0,{}
81,33.7565033626232,True,100.0,{}
82,30.38960451931356,True,100.0,{}
83,27.358972492983387,True,100.0,{}
84,24.63164827679132,True,100.0,{}
85,22.176036587992215,True,100.0,{}
86,19.965272444903366,True,100.0,{}
87,17.97507407286004,True,100.0,{}
88,16.183033182754155,True,100.0,{}
89,14.56957257722077,True,100.0,{}
90,13.117757263834873,True,100.0,{}
91,11.810608601292053,True,100.0,{}
92,10.633732190706663,True,100.0,{}
93,9.573999167644875,True,100.0,{}
94,8.61978996782257,True,100.0,{}
95,7.760648172750948,True,100.0,{}
96,6.987068947438255,True,100.0,{}
97,6.290601227769222,True,100.0,{}
98,5.663497841878614,True,100.0,{}
99,5.098864354557648,True,100.0,{}
100,4.590493324443026,True,100.0,{}
101,4.13278676839612,True,100.0,{}
102,3.720699344070197,True,100.0,{}
103,3.349726898583082,True,100.0,{}
104,3.0158134660694023,True,100.0,{}
105,2.7153164935563496,True,100.0,{}
106,2.444757486160386,True,100.0,{}
107,2.2011559067506705,True,100.0,{}
108,1.9818201051984146,True,100.0,{}
109,1.7843328130435168,True,100.0,{}
110,1.6065154963709931,True,100.0,{}
111,1.4464048757282657,True,100.0,{}
112,1.3022477864761737,True,100.0,{}
113,1.1724555571429072,True,100.0,{}
114,1.0555905639929757,True,100.0,{}
115,0.9503717124367252,True,100.0,{}
