iteration,gap,bound_satisfied,percentage OD satisfying bound
68,3.220783931610775e-05,False,94.44444444444444
69,2.9070960254572138e-05,False,94.79166666666666
70,2.623730718229413e-05,False,94.96527777777779
71,2.3677865014351686e-05,False,94.96527777777779
72,2.136635584988202e-05,False,94.09722222222221
73,1.9278986086333628e-05,False,93.92361111111111
74,1.739421615108384e-05,False,94.27083333333334
75,1.5692550935033337e-05,False,94.44444444444444
76,1.4156349159542804e-05,False,94.44444444444444
77,1.2769650045341363e-05,False,94.61805555555556
78,1.1518015781859647e-05,False,94.79166666666666
79,1.0388388413162401e-05,False,94.96527777777779
80,9.368959870313056e-06,False,95.13888888888889
81,8.449053988127714e-06,False,95.3125
82,7.619019432802933e-06,False,95.3125
83,6.870132567264709e-06,False,95.48611111111111
84,6.194509355548036e-06,False,95.65972222222221
85,5.585025488949885e-06,False,95.65972222222221
86,5.03524398729049e-06,False,95.83333333333334
87,4.539349591839079e-06,False,95.83333333333334
88,4.092089327644798e-06,False,96.00694444444444
89,3.6887186667173083e-06,False,96.00694444444444
90,3.324952778006572e-06,False,95.83333333333334
91,2.9969223899912444e-06,False,96.00694444444444
92,2.701133838296269e-06,False,96.00694444444444
93,2.4344329097663736e-06,False,96.00694444444444
94,2.193972127345825e-06,False,96.00694444444444
95,1.9771811521814088e-06,False,96.00694444444444
96,1.7817400145702473e-06,False,95.83333333333334
97,1.605554901357467e-06,False,95.83333333333334
98,1.4467362652958392e-06,False,95.65972222222221
99,1.30357903114823e-06,False,95.65972222222221
100,1.1745447052645108e-06,False,96.00694444444444
101,1.0582452017494794e-06,False,96.00694444444444
102,9.534282309422896e-07,False,96.00694444444444
103,8.58964090628427e-07,False,96.18055555555556
104,7.738337359620979e-07,False,96.00694444444444
105,6.971180004927317e-07,False,96.18055555555556
106,6.279878596158806e-07,False,96.18055555555556
107,5.656956362202292e-07,False,96.35416666666666
108,5.095670596872235e-07,False,96.35416666666666
109,4.589940932359801e-07,False,96.52777777777779
110,4.134284600055686e-07,False,96.52777777777779
111,3.723757965598829e-07,False,96.18055555555556
112,3.3539037451353005e-07,False,96.18055555555556
113,3.020703379056816e-07,False,96.35416666666666
114,2.7205340255547686e-07,False,96.35416666666666
115,2.450129756500791e-07,False,96.70138888888889
116,2.2065465381242898e-07,False,96.70138888888889
117,1.9871306267060967e-07,False,96.70138888888889
118,1.789490054179666e-07,False,96.875
119,1.6114689062536949e-07,False,97.04861111111111
120,1.4511241018176532e-07,False,97.22222222222221
121,1.307867323604448e-07,False,97.04861111111111
122,1.1800732307964955e-07,False,97.39583333333334
123,1.0647576790007223e-07,False,97.39583333333334
124,9.607029698305113e-08,False,97.04861111111111
125,8.668101596343236e-08,False,97.04861111111111
126,7.820874953981645e-08,False,97.04861111111111
127,7.056399529986191e-08,False,97.04861111111111
128,6.366598084620623e-08,False,97.22222222222221
129,5.744181363791763e-08,False,97.39583333333334
130,5.1825711684546684e-08,False,97.74305555555556
131,4.6758311078050537e-08,False,97.74305555555556
132,4.218603922944247e-08,False,97.91666666666666
133,3.8060551072839114e-08,False,97.91666666666666
134,3.433821929380271e-08,False,97.91666666666666
135,3.097967310668726e-08,False,97.74305555555556
136,2.794938466864401e-08,False,97.74305555555556
137,2.5215293091883486e-08,False,97.74305555555556
138,2.2748467149485274e-08,False,97.74305555555556
139,2.052279882652436e-08,False,97.74305555555556
140,1.8514729906869628e-08,False,97.74305555555556
141,1.6703000827052314e-08,False,97.74305555555556
142,1.506842836800779e-08,False,97.74305555555556
143,1.359370178109775e-08,False,97.74305555555556
144,1.2263200998867198e-08,False,97.91666666666666
145,1.1062831089928633e-08,False,97.91666666666666
146,9.979873688087263e-09,False,97.91666666666666
147,9.002852657930136e-09,False,97.91666666666666
148,8.121412536738929e-09,False,97.91666666666666
149,7.326209570223834e-09,False,97.91666666666666
150,6.608812604289055e-09,False,97.91666666666666
151,5.961614380402449e-09,False,97.91666666666666
152,5.3777508618154076e-09,False,98.09027777777779
153,4.851028590640779e-09,False,98.09027777777779
154,4.375859163193799e-09,False,98.09027777777779
155,3.947200823601247e-09,False,98.09027777777779
156,3.560503707797788e-09,False,98.09027777777779
157,3.2116638484806417e-09,False,98.09027777777779
158,2.8969775450927036e-09,False,98.09027777777779
159,2.613102852086559e-09,False,98.4375
160,2.357025812707711e-09,False,98.61111111111111
161,2.1260259626901573e-09,False,98.61111111111111
162,1.9176494997983236e-09,False,98.95833333333334
163,1.7296822708444087e-09,False,99.13194444444444
164,1.5601265916280567e-09,False,99.13194444444444
165,1.407180804677365e-09,False,99.13194444444444
166,1.2692181069064344e-09,False,99.13194444444444
167,1.1447726780822282e-09,False,99.30555555555556
168,1.032520516201759e-09,False,99.30555555555556
169,9.312677561995157e-10,False,99.30555555555556
